time;input_1;input_2
4.66;0.2;0.2
4.67;0.2;0.2
4.68;0.2;0.2
4.69;0.2;0.2
4.7;0.2;0.2
4.71;0.2;0.2
4.72;0.2;0.2
4.73;0.2;0.2
4.74;0.2;0.2
4.75;0.2;0.2
4.76;0.2;0.2
4.77;0.2;0.2
4.78;0.2;0.2
4.79;0.2;0.2
4.8;0.2;0.2
4.81;0.2;0.2
4.82;0.2;0.2
4.83;0.2;0.2
4.84;0.2;0.2
4.85;0.2;0.2
4.86;0.2;0.2
4.87;0.2;0.2
4.88;0.2;0.2
4.89;0.2;0.2
4.9;0.2;0.2
4.91;0.2;0.2
4.92;0.2;0.2
4.93;0.2;0.2
4.94;0.2;0.2
4.95;0.2;0.2
4.96;0.2;0.2
4.97;0.2;0.2
4.98;0.2;0.2
4.99;0.2;0.2
5;0.2;0.2
5.01;0.2;0.2
5.02;0.2;0.2
5.03;0.2;0.2
5.04;0.2;0.2
5.05;0.2;0.2
5.06;0.2;0.2
5.07;0.2;0.2
5.08;0.2;0.2
5.09;0.2;0.2
5.1;0.2;0.2
5.11;0.2;0.2
5.12;0.2;0.2
5.13;0.2;0.2
5.14;0.2;0.2
5.15;0.2;0.2
5.16;0.2;0.2
5.17;0.2;0.2
5.18;0.2;0.2
5.19;0.2;0.2
5.2;0.2;0.2
5.21;0.2;0.2
5.22;0.2;0.2
5.23;0.2;0.2
5.24;0.2;0.2
5.25;0.2;0.2
5.26;0.2;0.2
5.27;0.2;0.2
5.28;0.2;0.2
5.29;0.2;0.2
5.3;0.2;0.2
5.31;0.2;0.2
5.32;0.2;0.2
5.33;0.2;0.2
5.34;0.2;0.2
5.35;0.2;0.2
5.36;0.2;0.2
5.37;0.2;0.2
5.38;0.2;0.2
5.39;0.2;0.2
5.4;0.2;0.2
5.41;0.2;0.2
5.42;0.2;0.2
5.43;0.2;0.2
5.44;0.2;0.2
5.45;0.2;0.2
5.46;0.2;0.2
5.47;0.2;0.2
5.48;0.2;0.2
5.49;0.2;0.2
5.5;0.2;0.2
5.51;0.2;0.2
5.52;0.2;0.2
5.53;0.2;0.2
5.54;0.2;0.2
5.55;0.2;0.2
5.56;0.2;0.2
5.57;0.2;0.2
5.58;0.2;0.2
5.59;0.2;0.2
5.6;0.2;0.2
5.61;0.2;0.2
5.62;0.2;0.2
5.63;0.2;0.2
5.64;0.2;0.2
5.65;0.2;0.2
5.66;0.2;0.2
5.67;0.2;0.2
5.68;0.2;0.2
5.69;0.2;0.2
5.7;0.2;0.2
5.71;0.2;0.2
5.72;0.2;0.2
5.73;0.2;0.2
5.74;0.2;0.2
5.75;0.2;0.2
5.76;0.2;0.2
5.77;0.2;0.2
5.78;0.2;0.2
5.79;0.2;0.2
5.8;0.2;0.2
5.81;0.2;0.2
5.82;0.2;0.2
5.83;0.2;0.2
5.84;0.2;0.2
5.85;0.2;0.2
5.86;0.2;0.2
5.87;0.2;0.2
5.88;0.2;0.2
5.89;0.2;0.2
5.9;0.2;0.2
5.91;0.2;0.2
5.92;0.2;0.2
5.93;0.2;0.2
5.94;0.2;0.2
5.95;0.2;0.2
5.96;0.2;0.2
5.97;0.2;0.2
5.98;0.2;0.2
5.99;0.2;0.2
6;0.2;0.2
6.01;0.2;0.2
6.02;0.2;0.2
6.03;0.2;0.2
6.04;0.2;0.2
6.05;0.2;0.2
6.06;0.2;0.2
6.07;0.2;0.2
6.08;0.2;0.2
6.09;0.2;0.2
6.1;0.2;0.2
6.11;0.2;0.2
6.12;0.2;0.2
6.13;0.2;0.2
6.14;0.2;0.2
6.15;0.2;0.2
6.16;0.2;0.2
6.17;0.2;0.2
6.18;0.2;0.2
6.19;0.2;0.2
6.2;0.2;0.2
6.21;0.2;0.2
6.22;0.2;0.2
6.23;0.2;0.2
6.24;0.2;0.2
6.25;0.2;0.2
6.26;0.2;0.2
6.27;0.2;0.2
6.28;0.2;0.2
6.29;0.2;0.2
6.3;0.2;0.2
6.31;0.2;0.2
6.32;0.2;0.2
6.33;0.2;0.2
6.34;0.2;0.2
6.35;0.2;0.2
6.36;0.2;0.2
6.37;0.2;0.2
6.38;0.2;0.2
6.39;0.2;0.2
6.4;0.2;0.2
6.41;0.2;0.2
6.42;0.2;0.2
6.43;0.2;0.2
6.44;0.2;0.2
6.45;0.2;0.2
6.46;0.2;0.2
6.47;0.2;0.2
6.48;0.2;0.2
6.49;0.2;0.2
6.5;0.2;0.2
6.51;0.2;0.2
6.52;0.2;0.2
6.53;0.2;0.2
6.54;0.2;0.2
6.55;0.2;0.2
6.56;0.2;0.2
6.57;0.2;0.2
6.58;0.2;0.2
6.59;0.2;0.2
6.6;0.2;0.2
6.61;0.2;0.2
6.62;0.2;0.2
6.63;0.2;0.2
6.64;0.2;0.2
6.65;0.2;0.2
6.66;0.2;0.2
6.67;0.2;0.2
6.68;0.2;0.2
6.69;0.2;0.2
6.7;0.2;0.2
6.71;0.2;0.2
6.72;0.2;0.2
6.73;0.2;0.2
6.74;0.2;0.2
6.75;0.2;0.2
6.76;0.2;0.2
6.77;0.2;0.2
6.78;0.2;0.2
6.79;0.2;0.2
6.8;0.2;0.2
6.81;0.2;0.2
6.82;0.2;0.2
6.83;0.2;0.2
6.84;0.2;0.2
6.85;0.2;0.2
6.86;0.2;0.2
6.87;0.2;0.2
6.88;0.2;0.2
6.89;0.2;0.2
6.9;0.2;0.2
6.91;0.2;0.2
6.92;0.2;0.2
6.93;0.2;0.2
6.94;0.2;0.2
6.95;0.2;0.2
6.96;0.2;0.2
6.97;0.2;0.2
6.98;0.2;0.2
6.99;0.2;0.2
7;0.2;0.2
7.01;0.2;0.2
7.02;0.2;0.2
7.03;0.2;0.2
7.04;0.2;0.2
7.05;0.2;0.2
7.06;0.2;0.2
7.07;0.2;0.2
7.08;0.2;0.2
7.09;0.2;0.2
7.1;0.2;0.2
7.11;0.2;0.2
7.12;0.2;0.2
7.13;0.2;0.2
7.14;0.2;0.2
7.15;0.2;0.2
7.16;0.2;0.2
7.17;0.2;0.2
7.18;0.2;0.2
7.19;0.2;0.2
7.2;0.2;0.2
7.21;0.2;0.2
7.22;0.2;0.2
7.23;0.2;0.2
7.24;0.2;0.2
7.25;0.2;0.2
7.26;0.2;0.2
7.27;0.2;0.2
7.28;0.2;0.2
7.29;0.2;0.2
7.3;0.2;0.2
7.31;0.2;0.2
7.32;0.2;0.2
7.33;0.2;0.2
7.34;0.2;0.2
7.35;0.2;0.2
7.36;0.2;0.2
7.37;0.2;0.2
7.38;0.2;0.2
7.39;0.2;0.2
7.4;0.2;0.2
7.41;0.2;0.2
7.42;0.2;0.2
7.43;0.2;0.2
7.44;0.2;0.2
7.45;0.2;0.2
7.46;0.2;0.2
7.47;0.2;0.2
7.48;0.2;0.2
7.49;0.2;0.2
7.5;0.2;0.2
7.51;0.2;0.2
7.52;0.2;0.2
7.53;0.2;0.2
7.54;0.2;0.2
7.55;0.2;0.2
7.56;0.2;0.2
7.57;0.2;0.2
7.58;0.2;0.2
7.59;0.2;0.2
7.6;0.2;0.2
7.61;0.2;0.2
7.62;0.2;0.2
7.63;0.2;0.2
7.64;0.2;0.2
7.65;0.2;0.2
7.66;0.2;0.2
7.67;0.2;0.2
7.68;0.2;0.2
7.69;0.2;0.2
7.7;0.2;0.2
7.71;0.2;0.2
7.72;0.2;0.2
7.73;0.2;0.2
7.74;0.2;0.2
7.75;0.2;0.2
7.76;0.2;0.2
7.77;0.2;0.2
7.78;0.2;0.2
7.79;0.2;0.2
7.8;0.2;0.2
7.81;0.2;0.2
7.82;0.2;0.2
7.83;0.2;0.2
7.84;0.2;0.2
7.85;0.2;0.2
7.86;0.2;0.2
7.87;0.2;0.2
7.88;0.2;0.2
7.89;0.2;0.2
7.9;0.2;0.2
7.91;0.2;0.2
7.92;0.2;0.2
7.93;0.2;0.2
7.94;0.2;0.2
7.95;0.2;0.2
7.96;0.2;0.2
7.97;0.2;0.2
7.98;0.2;0.2
7.99;0.2;0.2
8;0.2;0.2
8.01;0.2;0.2
8.02;0.2;0.2
8.03;0.2;0.2
8.04;0.2;0.2
8.05;0.2;0.2
8.06;0.2;0.2
8.07;0.2;0.2
8.08;0.2;0.2
8.09;0.2;0.2
8.1;0.2;0.2
8.11;0.2;0.2
8.12;0.2;0.2
8.13;0.2;0.2
8.14;0.2;0.2
8.15;0.2;0.2
8.16;0.2;0.2
8.17;0.2;0.2
8.18;0.2;0.2
8.19;0.2;0.2
8.2;0.2;0.2
8.21;0.2;0.2
8.22;0.2;0.2
8.23;0.2;0.2
8.24;0.2;0.2
8.25;0.2;0.2
8.26;0.2;0.2
8.27;0.2;0.2
8.28;0.2;0.2
8.29;0.2;0.2
8.3;0.2;0.2
8.31;0.2;0.2
8.32;0.2;0.2
8.33;0.2;0.2
8.34;0.2;0.2
8.35;0.2;0.2
8.36;0.2;0.2
8.37;0.2;0.2
8.38;0.2;0.2
8.39;0.2;0.2
8.4;0.2;0.2
8.41;0.2;0.2
8.42;0.2;0.2
8.43;0.2;0.2
8.44;0.2;0.2
8.45;0.2;0.2
8.46;0.2;0.2
8.47;0.2;0.2
8.48;0.2;0.2
8.49;0.2;0.2
8.5;0.2;0.2
8.51;0.2;0.2
8.52;0.2;0.2
8.53;0.2;0.2
8.54;0.2;0.2
8.55;0.2;0.2
8.56;0.2;0.2
8.57;0.2;0.2
8.58;0.2;0.2
8.59;0.2;0.2
8.6;0.2;0.2
8.61;0.2;0.2
8.62;0.2;0.2
8.63;0.2;0.2
8.64;0.2;0.2
8.65;0.2;0.2
8.66;0.2;0.2
8.67;0.2;0.2
8.68;0.2;0.2
8.69;0.2;0.2
8.7;0.2;0.2
8.71;0.2;0.2
8.72;0.2;0.2
8.73;0.2;0.2
8.74;0.2;0.2
8.75;0.2;0.2
8.76;0.2;0.2
8.77;0.2;0.2
8.78;0.2;0.2
8.79;0.2;0.2
8.8;0.2;0.2
8.81;0.2;0.2
8.82;0.2;0.2
8.83;0.2;0.2
8.84;0.2;0.2
8.85;0.2;0.2
8.86;0.2;0.2
8.87;0.2;0.2
8.88;0.2;0.2
8.89;0.2;0.2
8.9;0.2;0.2
8.91;0.2;0.2
8.92;0.2;0.2
8.93;0.2;0.2
8.94;0.2;0.2
8.95;0.2;0.2
8.96;0.2;0.2
8.97;0.2;0.2
8.98;0.2;0.2
8.99;0.2;0.2
9;0.2;0.2
9.01;0.2;0.2
9.02;0.2;0.2
9.03;0.2;0.2
9.04;0.2;0.2
9.05;0.2;0.2
9.06;0.2;0.2
9.07;0.2;0.2
9.08;0.2;0.2
9.09;0.2;0.2
9.1;0.2;0.2
9.11;0.2;0.2
9.12;0.2;0.2
9.13;0.2;0.2
9.14;0.2;0.2
9.15;0.2;0.2
9.16;0.2;0.2
9.17;0.2;0.2
9.18;0.2;0.2
9.19;0.2;0.2
9.2;0.2;0.2
9.21;0.2;0.2
9.22;0.2;0.2
9.23;0.2;0.2
9.24;0.2;0.2
9.25;0.2;0.2
9.26;0.2;0.2
9.27;0.2;0.2
9.28;0.2;0.2
9.29;0.2;0.2
9.3;0.2;0.2
9.31;0.2;0.2
9.32;0.2;0.2
9.33;0.2;0.2
9.34;0.2;0.2
9.35;0.2;0.2
9.36;0.2;0.2
9.37;0.2;0.2
9.38;0.2;0.2
9.39;0.2;0.2
9.4;0.2;0.2
9.41;0.2;0.2
9.42;0.2;0.2
9.43;0.2;0.2
9.44;0.2;0.2
9.45;0.2;0.2
9.46;0.2;0.2
9.47;0.2;0.2
9.48;0.2;0.2
9.49;0.2;0.2
9.5;0.2;0.2
9.51;0.2;0.2
9.52;0.2;0.2
9.53;0.2;0.2
9.54;0.2;0.2
9.55;0.2;0.2
9.56;0.2;0.2
9.57;0.2;0.2
9.58;0.2;0.2
9.59;0.2;0.2
9.6;0.2;0.2
9.61;0.2;0.2
9.62;0.2;0.2
9.63;0.2;0.2
9.64;0.2;0.2
9.65;0.2;0.2
9.66;0.2;0.2
9.67;0.2;0.2
9.68;0.2;0.2
9.69;0.2;0.2
9.7;0.2;0.2
9.71;0.2;0.2
9.72;0.2;0.2
9.73;0.2;0.2
9.74;0.2;0.2
9.75;0.2;0.2
9.76;0.2;0.2
9.77;0.2;0.2
9.78;0.2;0.2
9.79;0.2;0.2
9.8;0.2;0.2
9.81;0.2;0.2
9.82;0.2;0.2
9.83;0.2;0.2
9.84;0.2;0.2
9.85;0.2;0.2
9.86;0.2;0.2
9.87;0.2;0.2
9.88;0.2;0.2
9.89;0.2;0.2
9.9;0.2;0.2
9.91;0.2;0.2
9.92;0.2;0.2
9.93;0.2;0.2
9.94;0.2;0.2
9.95;0.2;0.2
9.96;0.2;0.2
9.97;0.2;0.2
9.98;0.2;0.2
9.99;0.2;0.2
10;0.2;0.2
10.01;0.2;0.2
10.02;0.2;0.2
10.03;0.2;0.2
10.04;0.2;0.2
10.05;0.2;0.2
10.06;0.2;0.2
10.07;0.2;0.2
10.08;0.2;0.2
10.09;0.2;0.2
10.1;0.2;0.2
10.11;0.2;0.2
10.12;0.2;0.2
10.13;0.2;0.2
10.14;0.2;0.2
10.15;0.2;0.2
10.16;0.2;0.2
10.17;0.2;0.2
10.18;0.2;0.2
10.19;0.2;0.2
10.2;0.2;0.2
10.21;0.2;0.2
10.22;0.2;0.2
10.23;0.2;0.2
10.24;0.2;0.2
10.25;0.2;0.2
10.26;0.2;0.2
10.27;0.2;0.2
10.28;0.2;0.2
10.29;0.2;0.2
10.3;0.2;0.2
10.31;0.2;0.2
10.32;0.2;0.2
10.33;0.2;0.2
10.34;0.2;0.2
10.35;0.2;0.2
10.36;0.2;0.2
10.37;0.2;0.2
10.38;0.2;0.2
10.39;0.2;0.2
10.4;0.2;0.2
10.41;0.2;0.2
10.42;0.2;0.2
10.43;0.2;0.2
10.44;0.2;0.2
10.45;0.2;0.2
10.46;0.2;0.2
10.47;0.2;0.2
10.48;0.2;0.2
10.49;0.2;0.2
10.5;0.2;0.2
10.51;0.2;0.2
10.52;0.2;0.2
10.53;0.2;0.2
10.54;0.2;0.2
10.55;0.2;0.2
10.56;0.2;0.2
10.57;0.2;0.2
10.58;0.2;0.2
10.59;0.2;0.2
10.6;0.2;0.2
10.61;0.2;0.2
10.62;0.2;0.2
10.63;0.2;0.2
10.64;0.2;0.2
10.65;0.2;0.2
10.66;0.2;0.2
10.67;0.2;0.2
10.68;0.2;0.2
10.69;0.2;0.2
10.7;0.2;0.2
10.71;0.2;0.2
10.72;0.2;0.2
10.73;0.2;0.2
10.74;0.2;0.2
10.75;0.2;0.2
10.76;0.2;0.2
10.77;0.2;0.2
10.78;0.2;0.2
10.79;0.2;0.2
10.8;0.2;0.2
10.81;0.2;0.2
10.82;0.2;0.2
10.83;0.2;0.2
10.84;0.2;0.2
10.85;0.2;0.2
10.86;0.2;0.2
10.87;0.2;0.2
10.88;0.2;0.2
10.89;0.2;0.2
10.9;0.2;0.2
10.91;0.2;0.2
10.92;0.2;0.2
10.93;0.2;0.2
10.94;0.2;0.2
10.95;0.2;0.2
10.96;0.2;0.2
10.97;0.2;0.2
10.98;0.2;0.2
10.99;0.2;0.2
11;0.2;0.2
11.01;0.2;0.2
11.02;0.2;0.2
11.03;0.2;0.2
11.04;0.2;0.2
11.05;0.2;0.2
11.06;0.2;0.2
11.07;0.2;0.2
11.08;0.2;0.2
11.09;0.2;0.2
11.1;0.2;0.2
11.11;0.2;0.2
11.12;0.2;0.2
11.13;0.2;0.2
11.14;0.2;0.2
11.15;0.2;0.2
11.16;0.2;0.2
11.17;0.2;0.2
11.18;0.2;0.2
11.19;0.2;0.2
11.2;0.2;0.2
11.21;0.2;0.2
11.22;0.2;0.2
11.23;0.2;0.2
11.24;0.2;0.2
11.25;0.2;0.2
11.26;0.2;0.2
11.27;0.2;0.2
11.28;0.2;0.2
11.29;0.2;0.2
11.3;0.2;0.2
11.31;0.2;0.2
11.32;0.2;0.2
11.33;0.2;0.2
11.34;0.2;0.2
11.35;0.2;0.2
11.36;0.2;0.2
11.37;0.2;0.2
11.38;0.2;0.2
11.39;0.2;0.2
11.4;0.2;0.2
11.41;0.2;0.2
11.42;0.2;0.2
11.43;0.2;0.2
11.44;0.2;0.2
11.45;0.2;0.2
11.46;0.2;0.2
11.47;0.2;0.2
11.48;0.2;0.2
11.49;0.2;0.2
11.5;0.2;0.2
11.51;0.2;0.2
11.52;0.2;0.2
11.53;0.2;0.2
11.54;0.2;0.2
11.55;0.2;0.2
11.56;0.2;0.2
11.57;0.2;0.2
11.58;0.2;0.2
11.59;0.2;0.2
11.6;0.2;0.2
11.61;0.2;0.2
11.62;0.2;0.2
11.63;0.2;0.2
11.64;0.2;0.2
11.65;0.2;0.2
11.66;0.2;0.2
